【整租】立水桥 乐乎城市青年社区 1室1厅,【整租】立水桥,3150,http://bj.58.com/pinpaigongyu/26809058335812x.shtml
【整租】亦庄 兴盛国际 1室1厅,兴盛国际,3610,http://bj.58.com/pinpaigongyu/26808310155178x.shtml
【整租】西门 乐乎公寓 1室1厅,【整租】西门,2500,http://bj.58.com/pinpaigongyu/26993267899462x.shtml
【整租】亦庄 蜂客公寓 1室0厅,【整租】亦庄,3000,http://bj.58.com/pinpaigongyu/26828859926058x.shtml
【整租】大兴周边 保利春天派 1室1厅,保利春天派,2600,http://bj.58.com/pinpaigongyu/26993184834493x.shtml
【整租】亦庄 蜂客公寓 1室0厅,【整租】亦庄,3000,http://bj.58.com/pinpaigongyu/26848725819717x.shtml
【整租】西红门 乐乎城市青年社区 1室1厅,【整租】西红门,3500,http://bj.58.com/pinpaigongyu/26892814798249x.shtml
【整租】劲松 劲松六区 1室1厅,劲松六区,3800,http://bj.58.com/pinpaigongyu/26996041987150x.shtml
【整租】惠新西街 乐乎城市青年社区 1室1厅,【整租】惠新西街,3000,http://bj.58.com/pinpaigongyu/26894759070281x.shtml
【合租】花乡 德鑫家园 3室主卧,德鑫家园,2290,http://bj.58.com/pinpaigongyu/27005595157323x.shtml
【合租】天通苑 天通苑东二区 5室次卧,天通苑东二区,2250,http://bj.58.com/pinpaigongyu/26739911230403x.shtml
【整租】西红门 乐乎城市青年社区 1室1厅,【整租】西红门,2500,http://bj.58.com/pinpaigongyu/26774124448952x.shtml
【合租】花乡 德鑫家园 3室主卧,德鑫家园,2290,http://bj.58.com/pinpaigongyu/26995417629369x.shtml
【合租】双井 百环家园 4室次卧,百环家园,3120,http://bj.58.com/pinpaigongyu/26940608280748x.shtml
【合租】朝青板块
